customerID,gender,SeniorCitizen,Partner,Dependents,tenure,tenure_bucket,Contract,InternetService,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,risk_tier,revenue_at_risk
2235-EZAIK,Female,0,Yes,No,72,49+,Two year,DSL,Credit card (automatic),79.2,5401.9,No,0.0071,Low,6.75
3847-BAERP,Female,0,No,No,10,0-12,Month-to-month,No,Mailed check,20.9,247.0,No,0.1809,Low,45.37
1196-AMORA,Male,0,No,No,7,0-12,Month-to-month,Fiber optic,Electronic check,73.6,520.0,Yes,0.6529,High,576.64
4282-YMKNA,Female,0,No,No,9,0-12,Month-to-month,Fiber optic,Electronic check,74.75,706.6,Yes,0.7081,High,635.17
1453-RZFON,Female,0,No,Yes,1,0-12,Month-to-month,DSL,Mailed check,49.9,49.9,No,0.218,Low,130.54
8263-OKETD,Female,0,No,No,20,13-24,Month-to-month,DSL,Credit card (automatic),68.9,1370.35,No,0.2618,Low,216.46
0670-KDOMA,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,20.25,20.25,No,0.2519,Low,61.21
2476-YGEFM,Female,0,No,No,29,25-48,Month-to-month,Fiber optic,Credit card (automatic),76.0,2215.25,No,0.442,Medium,403.1
8687-BAFGU,Male,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,74.0,74.0,No,0.5406,High,480.05
0641-EVBOJ,Male,0,No,No,3,0-12,Month-to-month,Fiber optic,Mailed check,82.3,214.4,No,0.4088,Medium,403.73
0829-XXPLX,Female,0,No,No,20,13-24,Month-to-month,Fiber optic,Bank transfer (automatic),89.4,1871.15,No,0.4239,Medium,454.76
9974-JFBHQ,Male,0,No,Yes,64,49+,Month-to-month,Fiber optic,Credit card (automatic),99.15,6171.2,No,0.1622,Low,192.99
5356-RHIPP,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,20.2,20.2,Yes,0.2564,Low,62.15
6624-JDRDS,Female,0,No,No,6,0-12,Month-to-month,DSL,Bank transfer (automatic),29.45,161.45,No,0.3153,Medium,111.43
0608-JDVEC,Male,0,Yes,No,50,49+,Two year,No,Electronic check,19.8,1013.2,No,0.0089,Low,2.11
9780-FKVVF,Male,0,No,No,6,0-12,Month-to-month,DSL,Bank transfer (automatic),59.15,336.7,No,0.3368,Medium,239.06
1919-RTPQD,Male,0,Yes,Yes,7,0-12,Month-to-month,DSL,Electronic check,44.75,333.65,No,0.3242,Medium,174.1
5214-NLTIT,Male,0,Yes,Yes,72,49+,Two year,Fiber optic,Credit card (automatic),90.8,6511.8,No,0.0576,Low,62.76
3345-PBBFH,Male,0,Yes,No,8,0-12,Month-to-month,DSL,Bank transfer (automatic),49.55,393.45,No,0.3252,Medium,193.36
5055-BRMNE,Female,0,Yes,Yes,67,49+,Two year,Fiber optic,Credit card (automatic),106.7,7009.5,No,0.0327,Low,41.87
9189-JWSHV,Female,1,Yes,No,24,13-24,Month-to-month,Fiber optic,Electronic check,93.55,2264.05,Yes,0.7556,High,848.24
2190-PHBHR,Female,0,Yes,No,72,49+,Two year,Fiber optic,Credit card (automatic),94.45,6921.7,No,0.0465,Low,52.7
2650-GYRYL,Male,0,Yes,Yes,33,25-48,One year,No,Bank transfer (automatic),19.45,600.25,No,0.0291,Low,6.79
0746-JTRFU,Male,0,No,No,2,0-12,Month-to-month,DSL,Electronic check,25.05,56.35,Yes,0.6423,High,193.08
5208-FVQKB,Male,0,Yes,No,70,49+,Two year,DSL,Mailed check,67.95,4664.15,No,0.0062,Low,5.06
7184-LRUUR,Female,0,No,No,22,13-24,One year,DSL,Bank transfer (automatic),65.25,1441.8,No,0.1038,Low,81.28
6627-CFOSN,Female,0,No,No,59,49+,Month-to-month,Fiber optic,Bank transfer (automatic),99.45,5623.7,No,0.2112,Low,252.05
3982-JGSFD,Male,0,No,No,36,25-48,One year,No,Credit card (automatic),20.35,695.85,No,0.0296,Low,7.23
1574-DYCWE,Female,0,Yes,Yes,51,49+,Two year,No,Mailed check,19.95,1028.75,No,0.0049,Low,1.17
7247-XOZPB,Male,0,Yes,No,53,49+,One year,DSL,Bank transfer (automatic),77.4,4155.95,No,0.0304,Low,28.24
2466-FCCPT,Female,0,Yes,Yes,20,13-24,One year,No,Bank transfer (automatic),19.7,395.6,No,0.0356,Low,8.42
6211-WWLTF,Male,0,Yes,No,63,49+,Two year,Fiber optic,Credit card (automatic),99.7,6330.4,No,0.0482,Low,57.67
4826-TZEVA,Female,0,No,No,40,25-48,Month-to-month,Fiber optic,Credit card (automatic),74.8,2971.7,No,0.1959,Low,175.84
6016-NXBNJ,Male,0,No,No,35,25-48,One year,No,Mailed check,19.15,638.0,No,0.0353,Low,8.11
9138-EFSMO,Male,0,Yes,Yes,26,25-48,One year,Fiber optic,Bank transfer (automatic),78.95,2034.25,No,0.2063,Low,195.45
0576-WNXXC,Male,1,Yes,No,27,25-48,Month-to-month,Fiber optic,Electronic check,95.55,2510.2,Yes,0.6349,High,727.98
4632-XJMEX,Male,0,No,Yes,53,49+,One year,DSL,Credit card (automatic),62.85,3419.5,No,0.0103,Low,7.77
8910-LEDAG,Male,1,Yes,No,34,25-48,Month-to-month,Fiber optic,Credit card (automatic),71.55,2427.35,No,0.2847,Low,244.44
3452-GWUIN,Female,1,Yes,No,19,13-24,Month-to-month,Fiber optic,Electronic check,94.95,1760.25,No,0.7727,High,880.41
2716-GFZOR,Male,0,Yes,No,43,25-48,Month-to-month,Fiber optic,Credit card (automatic),86.1,3551.65,No,0.1788,Low,184.74
3724-UCSHY,Male,0,Yes,Yes,6,0-12,Month-to-month,No,Mailed check,19.55,122.9,No,0.1361,Low,31.93
8626-XHBIE,Male,0,No,Yes,56,49+,Two year,No,Mailed check,24.8,1424.2,No,0.008,Low,2.38
4628-CTTLA,Male,0,No,No,57,49+,Month-to-month,DSL,Electronic check,39.3,2111.45,Yes,0.1608,Low,75.83
3192-LNKRK,Male,0,Yes,Yes,34,25-48,Month-to-month,Fiber optic,Mailed check,84.05,2909.95,No,0.3902,Medium,393.56
4439-YRNVD,Female,0,No,No,10,0-12,Month-to-month,DSL,Electronic check,36.25,374.0,No,0.3261,Medium,141.85
2876-VBBBL,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,20.25,20.25,Yes,0.2519,Low,61.21
6834-NXDCA,Female,0,No,No,13,13-24,Month-to-month,DSL,Electronic check,23.9,300.8,Yes,0.525,High,150.57
2208-UGTGR,Male,0,No,No,56,49+,Month-to-month,Fiber optic,Electronic check,98.6,5581.05,No,0.395,Medium,467.36
3005-TYFRD,Female,0,Yes,No,55,49+,Month-to-month,Fiber optic,Credit card (automatic),103.65,5676.65,No,0.3911,Medium,486.45
8670-MEFCP,Female,0,Yes,Yes,36,25-48,Two year,DSL,Credit card (automatic),92.9,3379.25,No,0.0345,Low,38.46
3079-BCHLN,Male,0,Yes,No,47,25-48,One year,No,Bank transfer (automatic),19.9,942.95,No,0.0135,Low,3.22
7777-UNYHB,Female,0,Yes,Yes,12,0-12,Month-to-month,No,Credit card (automatic),20.1,232.4,No,0.1298,Low,31.31
5597-GLBUC,Female,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,85.45,85.45,Yes,0.7357,High,754.39
7278-CKDNC,Male,1,No,No,24,13-24,Month-to-month,Fiber optic,Electronic check,80.5,2088.45,No,0.6007,High,580.28
2748-MYRVK,Female,0,No,No,63,49+,One year,Fiber optic,Bank transfer (automatic),99.9,6137.0,Yes,0.1416,Low,169.75
8450-UYIBU,Female,1,No,No,35,25-48,Month-to-month,DSL,Electronic check,39.85,1434.6,No,0.3879,Medium,185.49
2969-VAPYH,Female,0,No,No,67,49+,One year,DSL,Credit card (automatic),60.5,3870.0,No,0.0074,Low,5.37
4822-YCXMX,Male,0,No,No,25,25-48,Month-to-month,Fiber optic,Electronic check,84.8,2043.45,Yes,0.6514,High,662.86
7181-OQCUT,Male,0,No,No,21,13-24,Month-to-month,Fiber optic,Mailed check,103.85,2215.0,No,0.4932,Medium,614.63
8474-UMLNT,Female,0,No,No,13,13-24,Month-to-month,DSL,Bank transfer (automatic),67.8,842.25,No,0.1396,Low,113.58
9821-POOTN,Male,0,Yes,No,35,25-48,Month-to-month,Fiber optic,Electronic check,75.2,2576.2,Yes,0.5075,High,457.97
3836-FZSDJ,Male,1,Yes,No,71,49+,Two year,No,Bank transfer (automatic),24.85,1901.0,No,0.004,Low,1.19
9142-XMYJH,Female,0,No,No,29,25-48,Month-to-month,No,Credit card (automatic),19.35,601.6,No,0.0564,Low,13.1
6559-ILWKJ,Male,0,Yes,No,71,49+,Two year,DSL,Electronic check,49.35,3515.25,Yes,0.0282,Low,16.7
0187-QSXOE,Male,1,Yes,No,7,0-12,Month-to-month,Fiber optic,Electronic check,89.0,605.45,No,0.7915,High,845.32
7733-UDMTP,Female,1,No,No,57,49+,Month-to-month,DSL,Electronic check,55.0,3094.05,No,0.2406,Low,158.8
2649-HWLYB,Male,0,Yes,No,65,49+,Two year,DSL,Bank transfer (automatic),76.15,4929.55,No,0.0107,Low,9.78
5214-CHIWJ,Male,0,No,No,27,25-48,One year,No,Mailed check,20.3,595.05,No,0.0349,Low,8.5
4229-CZMLL,Male,0,No,No,6,0-12,Month-to-month,Fiber optic,Electronic check,74.9,469.8,Yes,0.7314,High,657.38
6904-JLBGY,Female,1,No,No,72,49+,Two year,Fiber optic,Credit card (automatic),117.35,8436.25,No,0.0553,Low,77.87
2465-BLLEU,Male,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.75,19.75,No,0.259,Low,61.38
1685-VAYJF,Male,0,No,No,11,0-12,Month-to-month,DSL,Credit card (automatic),45.2,492.0,No,0.2452,Low,133.0
8874-EJNSR,Male,0,Yes,Yes,39,25-48,Two year,No,Mailed check,25.2,987.95,No,0.0119,Low,3.6
6917-YACBP,Female,1,No,No,59,49+,Month-to-month,Fiber optic,Electronic check,89.75,5496.9,No,0.2592,Low,279.16
5049-MUBWG,Male,0,No,No,26,25-48,One year,DSL,Bank transfer (automatic),75.0,1908.35,No,0.0704,Low,63.36
4223-WOZCM,Male,1,No,No,2,0-12,Month-to-month,DSL,Mailed check,49.95,107.1,No,0.3683,Medium,220.76
0769-MURVM,Female,0,Yes,Yes,72,49+,Two year,DSL,Bank transfer (automatic),65.7,4575.35,No,0.0077,Low,6.07
9253-VIFJQ,Male,0,Yes,No,65,49+,One year,DSL,Credit card (automatic),67.05,4309.55,No,0.0166,Low,13.36
7030-FZTFM,Male,0,Yes,Yes,72,49+,Two year,Fiber optic,Credit card (automatic),110.9,7922.75,No,0.0399,Low,53.1
9741-YLNTD,Male,0,No,No,6,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),87.95,522.35,No,0.6313,High,666.27
5917-RYRMG,Male,1,No,No,32,25-48,One year,No,Credit card (automatic),19.8,587.7,No,0.0287,Low,6.82
5120-ZBLAI,Female,0,Yes,No,50,49+,One year,DSL,Bank transfer (automatic),75.7,3876.2,No,0.0892,Low,81.03
1194-BHJYC,Male,0,Yes,No,61,49+,Two year,DSL,Mailed check,62.15,3778.85,No,0.0251,Low,18.72
3663-MITLP,Female,0,No,No,15,13-24,Month-to-month,Fiber optic,Electronic check,101.25,1457.25,Yes,0.6566,High,797.77
0906-QVPMS,Male,0,Yes,No,72,49+,Two year,Fiber optic,Bank transfer (automatic),115.15,8349.45,No,0.0381,Low,52.65
9025-ZRPVR,Male,0,No,No,9,0-12,Month-to-month,No,Mailed check,18.95,185.6,Yes,0.1991,Low,45.28
1905-OEILC,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.5,19.5,No,0.1922,Low,44.97
7858-GTZSP,Female,0,No,No,12,0-12,Month-to-month,Fiber optic,Electronic check,86.55,1066.9,No,0.7278,High,755.89
3285-UCQVC,Female,0,No,No,37,25-48,Month-to-month,DSL,Credit card (automatic),28.6,973.55,Yes,0.1085,Low,37.24
6248-BSHKG,Male,0,Yes,Yes,61,49+,One year,No,Mailed check,20.4,1226.45,No,0.0061,Low,1.49
4685-TFLLS,Male,0,Yes,Yes,18,13-24,One year,No,Bank transfer (automatic),19.8,342.3,No,0.0395,Low,9.39
3470-BTGQO,Male,0,No,Yes,21,13-24,Month-to-month,DSL,Mailed check,45.65,985.05,No,0.1614,Low,88.41
1209-VFFOC,Male,0,Yes,Yes,68,49+,Two year,DSL,Mailed check,56.4,3948.45,No,0.0102,Low,6.9
8224-DWCKX,Male,1,No,No,12,0-12,Month-to-month,Fiber optic,Credit card (automatic),73.3,828.05,No,0.6359,High,559.34
5482-PLVPE,Female,1,No,No,2,0-12,Month-to-month,DSL,Electronic check,24.35,41.85,Yes,0.5878,High,171.76
4553-DVPZG,Female,0,Yes,No,62,49+,Month-to-month,Fiber optic,Electronic check,101.35,6164.7,No,0.4566,Medium,555.32
4902-OHLSK,Female,1,No,No,29,25-48,Month-to-month,Fiber optic,Electronic check,98.65,2862.75,Yes,0.5606,High,663.64
6917-IAYHD,Male,0,No,Yes,1,0-12,Month-to-month,DSL,Mailed check,33.6,33.6,No,0.3144,Medium,126.77
0495-ZBNGW,Male,1,Yes,No,5,0-12,Month-to-month,Fiber optic,Bank transfer (automatic),79.9,343.95,Yes,0.6823,High,654.19
8620-RJPZN,Female,0,No,No,1,0-12,Month-to-month,No,Electronic check,20.7,20.7,No,0.2376,Low,59.02
7572-KPVKK,Male,0,No,Yes,62,49+,Two year,Fiber optic,Electronic check,104.05,6590.5,No,0.1214,Low,151.58
2642-MAWLJ,Female,0,Yes,Yes,36,25-48,Two year,No,Bank transfer (automatic),20.25,717.95,No,0.0089,Low,2.16
2357-COQEK,Female,1,No,No,28,25-48,Month-to-month,Fiber optic,Electronic check,103.3,2890.65,Yes,0.6547,High,811.57
7103-ZGVNT,Female,0,Yes,Yes,69,49+,One year,DSL,Credit card (automatic),73.7,4885.85,No,0.012,Low,10.61
3737-GCSPV,Female,0,Yes,No,11,0-12,Month-to-month,Fiber optic,Credit card (automatic),96.2,1222.05,Yes,0.4718,Medium,544.65
2027-WKXMW,Female,0,Yes,No,63,49+,Month-to-month,Fiber optic,Electronic check,108.75,6871.7,No,0.3689,Medium,481.41
7137-NAXML,Male,0,No,No,23,13-24,One year,No,Bank transfer (automatic),20.15,405.6,No,0.0379,Low,9.16
2428-ZMCTB,Male,0,No,No,10,0-12,Month-to-month,No,Credit card (automatic),19.75,208.25,No,0.1256,Low,29.77
2961-VNFKL,Female,0,Yes,No,71,49+,Two year,No,Credit card (automatic),25.95,1801.9,No,0.0045,Low,1.4
1768-HNVGJ,Female,1,No,No,45,25-48,Month-to-month,DSL,Electronic check,70.05,3062.45,No,0.1629,Low,136.93
6963-KQYQB,Female,0,Yes,Yes,70,49+,Two year,No,Mailed check,24.05,1764.75,No,0.003,Low,0.87
5934-RMPOV,Female,0,No,Yes,22,13-24,Month-to-month,Fiber optic,Electronic check,84.75,1816.75,No,0.6173,High,627.79
1207-BLKSA,Female,0,Yes,Yes,52,49+,Two year,No,Mailed check,23.05,1255.1,No,0.0069,Low,1.91
4088-YLDSU,Male,0,Yes,No,55,49+,One year,Fiber optic,Electronic check,104.15,5743.05,Yes,0.2882,Low,360.19
8316-BBQAY,Female,0,No,No,65,49+,Two year,DSL,Credit card (automatic),59.95,3921.1,No,0.0136,Low,9.78
1166-PQLGG,Female,0,Yes,Yes,72,49+,Two year,No,Bank transfer (automatic),19.55,1463.45,No,0.0018,Low,0.42
3146-JTQHR,Male,0,Yes,No,10,0-12,One year,No,Bank transfer (automatic),19.6,189.45,No,0.0698,Low,16.42
4291-YZODP,Female,0,No,Yes,7,0-12,One year,No,Mailed check,20.05,96.8,No,0.065,Low,15.64
4395-PZMSN,Male,1,No,No,5,0-12,Month-to-month,Fiber optic,Electronic check,85.55,408.5,No,0.7153,High,734.33
6427-FEFIG,Female,0,Yes,Yes,24,13-24,Two year,DSL,Credit card (automatic),78.6,1846.65,No,0.0595,Low,56.12
0017-IUDMW,Female,0,Yes,Yes,72,49+,Two year,Fiber optic,Credit card (automatic),116.8,8456.75,No,0.0405,Low,56.76
8706-HRADD,Male,0,No,No,21,13-24,Month-to-month,DSL,Mailed check,43.55,1011.5,No,0.2703,Low,141.26
9955-QOPOY,Male,0,Yes,No,69,49+,One year,DSL,Credit card (automatic),60.8,4263.4,No,0.0429,Low,31.3
4385-ZKVNW,Male,0,Yes,Yes,44,25-48,Month-to-month,DSL,Bank transfer (automatic),54.9,2549.1,No,0.065,Low,42.82
5446-DKWYW,Female,1,Yes,Yes,61,49+,One year,DSL,Electronic check,65.2,3965.05,No,0.0837,Low,65.49
2034-CGRHZ,Male,1,No,No,24,13-24,Month-to-month,Fiber optic,Credit card (automatic),102.95,2496.7,Yes,0.6378,High,787.94
5797-APWZC,Female,0,No,No,1,0-12,Month-to-month,Fiber optic,Electronic check,90.6,90.6,Yes,0.7136,High,775.83
3683-QKIUE,Female,0,No,No,6,0-12,Month-to-month,DSL,Bank transfer (automatic),50.8,288.05,Yes,0.2827,Low,172.33
4228-ZGYUW,Male,0,No,No,4,0-12,Month-to-month,Fiber optic,Electronic check,90.05,368.1,Yes,0.7537,High,814.45
9031-ZVQPT,Male,0,Yes,No,72,49+,Two year,Fiber optic,Electronic check,108.2,7840.6,No,0.1087,Low,141.14
2990-IAJSV,Male,0,No,No,72,49+,Two year,DSL,Bank transfer (automatic),92.0,6632.75,No,0.0111,Low,12.25
8107-KNCIM,Male,1,Yes,No,14,13-24,Month-to-month,Fiber optic,Electronic check,75.1,1013.35,No,0.707,High,637.15
9027-YFHQJ,Male,0,No,No,7,0-12,Month-to-month,No,Bank transfer (automatic),25.05,152.95,No,0.2452,Low,73.71
5176-LDKUH,Female,0,No,No,48,25-48,One year,Fiber optic,Electronic check,75.15,3772.65,No,0.1264,Low,113.99
4644-OBGFZ,Male,0,Yes,Yes,55,49+,One year,No,Mailed check,19.5,1026.35,No,0.0081,Low,1.9
7926-IJOOU,Male,0,No,No,1,0-12,Month-to-month,No,Credit card (automatic),19.3,19.3,No,0.18,Low,41.69
6480-YAGIY,Male,0,No,No,45,25-48,One year,Fiber optic,Credit card (automatic),112.2,5031.85,No,0.0871,Low,117.27
4029-HPFVY,Male,0,No,No,3,0-12,Month-to-month,Fiber optic,Mailed check,70.3,220.4,No,0.6207,High,523.62
7602-DBTOU,Female,0,Yes,No,71,49+,Two year,No,Mailed check,19.6,1416.5,No,0.0025,Low,0.59
5345-BMKWB,Male,0,Yes,No,8,0-12,Month-to-month,No,Mailed check,20.25,158.35,No,0.1498,Low,36.4
3519-ZKXGG,Female,0,Yes,No,3,0-12,Month-to-month,Fiber optic,Electronic check,75.85,256.6,Yes,0.7455,High,678.55
5457-COLHT,Male,0,Yes,Yes,69,49+,Two year,DSL,Bank transfer (automatic),80.65,5542.55,No,0.0067,Low,6.48
6416-TVAIH,Male,0,Yes,Yes,1,0-12,Month-to-month,Fiber optic,Electronic check,68.5,68.5,Yes,0.6717,High,552.14
5451-YHYPW,Female,1,Yes,No,72,49+,Two year,Fiber optic,Credit card (automatic),115.75,8443.7,No,0.0592,Low,82.23
5108-ADXWO,Male,0,No,No,11,0-12,Month-to-month,Fiber optic,Electronic check,73.5,791.75,Yes,0.5387,High,475.13
7998-WNZEM,Male,0,No,No,71,49+,Two year,DSL,Bank transfer (automatic),80.6,5708.2,No,0.0079,Low,7.64
3066-RRJIO,Female,0,No,No,1,0-12,Month-to-month,Fiber optic,Mailed check,69.95,69.95,Yes,0.6337,High,531.93
4664-NJCMS,Female,0,Yes,No,33,25-48,Two year,DSL,Bank transfer (automatic),59.55,2016.3,No,0.0457,Low,32.66
0307-BCOPK,Female,0,No,No,16,13-24,One year,No,Mailed check,19.05,326.65,No,0.0567,Low,12.96
7629-WFGLW,Female,1,Yes,No,56,49+,One year,Fiber optic,Electronic check,95.65,5471.75,No,0.0865,Low,99.28
2542-HYGIQ,Female,0,No,No,1,0-12,Month-to-month,No,Credit card (automatic),19.95,19.95,No,0.1739,Low,41.63
6715-OFDBP,Male,0,No,No,5,0-12,Month-to-month,DSL,Electronic check,70.05,346.4,Yes,0.5836,High,490.57
5016-LIPDW,Male,0,Yes,Yes,57,49+,One year,No,Mailed check,19.4,1061.6,No,0.0074,Low,1.72
6481-LXPWL,Male,0,Yes,Yes,56,49+,One year,DSL,Credit card (automatic),36.1,1971.5,No,0.0365,Low,15.81
1567-DSCIC,Male,0,No,No,8,0-12,Month-to-month,Fiber optic,Electronic check,94.0,773.65,Yes,0.7311,High,824.68
2150-UWTFY,Female,0,Yes,Yes,22,13-24,Month-to-month,DSL,Mailed check,61.15,1422.05,Yes,0.0945,Low,69.34
6124-ACRHJ,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,19.75,19.75,No,0.191,Low,45.27
9362-MWODR,Female,0,No,Yes,40,25-48,Month-to-month,DSL,Credit card (automatic),64.1,2460.35,No,0.0716,Low,55.07
9975-GPKZU,Male,0,Yes,Yes,46,25-48,Two year,No,Credit card (automatic),19.75,856.5,No,0.0056,Low,1.33
9625-RZFUK,Male,0,Yes,Yes,63,49+,Two year,No,Mailed check,19.7,1275.85,No,0.0029,Low,0.69
5153-LXKDT,Male,0,Yes,Yes,68,49+,Two year,Fiber optic,Electronic check,110.2,7467.5,No,0.089,Low,117.69
5161-UBZXI,Male,0,Yes,Yes,69,49+,Two year,Fiber optic,Credit card (automatic),106.35,7261.75,No,0.0296,Low,37.78
1020-JPQOW,Female,0,Yes,No,56,49+,Month-to-month,Fiber optic,Electronic check,90.55,5116.6,No,0.1901,Low,206.56
7919-ZODZZ,Female,0,Yes,Yes,10,0-12,One year,DSL,Mailed check,65.9,660.05,No,0.1815,Low,143.53
0565-JUPYD,Male,0,No,No,63,49+,One year,Fiber optic,Credit card (automatic),104.5,6590.8,No,0.0596,Low,74.74
6867-ACCZI,Female,0,Yes,Yes,24,13-24,Two year,DSL,Mailed check,52.5,1208.15,No,0.0529,Low,33.33
5939-XAIXZ,Female,0,No,No,19,13-24,Month-to-month,DSL,Mailed check,56.1,1033.9,No,0.3247,Medium,218.59
9054-FOWNV,Male,0,Yes,Yes,22,13-24,Month-to-month,Fiber optic,Electronic check,88.75,1885.15,No,0.6288,High,669.67
2683-BPJSO,Male,0,Yes,No,29,25-48,Month-to-month,Fiber optic,Electronic check,84.45,2467.1,Yes,0.4321,Medium,437.89
2157-MXBJS,Male,0,Yes,No,13,13-24,One year,DSL,Mailed check,75.3,989.45,Yes,0.3473,Medium,313.82
8207-VVMYB,Female,0,Yes,No,70,49+,Two year,No,Bank transfer (automatic),26.0,2006.95,No,0.0051,Low,1.59
9732-EQMWY,Female,0,Yes,No,49,49+,Month-to-month,Fiber optic,Electronic check,99.4,5025.0,No,0.3658,Medium,436.33
9360-AHGNL,Female,1,Yes,No,43,25-48,One year,Fiber optic,Mailed check,109.55,4830.25,Yes,0.2443,Low,321.16
1087-UDSIH,Female,0,No,No,3,0-12,Month-to-month,No,Mailed check,19.6,59.75,Yes,0.2386,Low,56.12
5269-NRGDP,Male,0,Yes,Yes,42,25-48,One year,DSL,Electronic check,73.15,3088.25,No,0.0759,Low,66.63
6195-MELTI,Male,0,No,No,57,49+,One year,DSL,Mailed check,54.65,3134.7,No,0.0265,Low,17.38
5485-WUYWF,Male,1,No,No,2,0-12,Month-to-month,DSL,Bank transfer (automatic),66.4,94.55,Yes,0.2959,Low,235.77
2121-JAFOM,Female,0,Yes,No,72,49+,Two year,Fiber optic,Credit card (automatic),115.55,8312.4,No,0.0506,Low,70.16
8818-DOPVL,Female,1,No,No,46,25-48,Month-to-month,Fiber optic,Electronic check,104.45,4863.85,No,0.5841,High,732.11
2632-UCGVD,Male,1,Yes,No,66,49+,Month-to-month,Fiber optic,Credit card (automatic),100.05,6871.9,Yes,0.3191,Medium,383.11
5445-PZWGX,Male,0,No,No,62,49+,One year,Fiber optic,Electronic check,102.0,6529.25,Yes,0.0877,Low,107.34
1227-UDMZR,Female,0,Yes,No,72,49+,Two year,DSL,Bank transfer (automatic),91.15,6637.9,No,0.0164,Low,17.94
5198-HQAEN,Male,0,Yes,Yes,35,25-48,One year,Fiber optic,Electronic check,89.7,3165.6,No,0.2033,Low,218.83
9170-CCKOU,Male,0,Yes,No,17,13-24,Month-to-month,Fiber optic,Credit card (automatic),90.2,1454.15,Yes,0.3214,Medium,347.88
2167-FQSTQ,Female,0,Yes,No,72,49+,Two year,DSL,Electronic check,92.4,6786.1,No,0.0237,Low,26.28
2819-GWENI,Female,0,Yes,Yes,28,25-48,One year,No,Mailed check,19.9,543.0,No,0.0267,Low,6.38
1043-YCUTE,Male,0,Yes,No,56,49+,Two year,No,Credit card (automatic),25.15,1327.15,Yes,0.0089,Low,2.69
3814-MLAXC,Female,0,No,No,31,25-48,Month-to-month,Fiber optic,Credit card (automatic),79.85,2404.15,Yes,0.3476,Medium,333.07
3572-UUHRS,Male,0,No,No,45,25-48,One year,No,Bank transfer (automatic),18.85,867.3,No,0.0148,Low,3.35
2692-PFYTJ,Female,0,No,No,1,0-12,Month-to-month,No,Mailed check,25.75,25.75,No,0.3063,Medium,94.65
1226-UDFZR,Female,0,No,No,2,0-12,Month-to-month,DSL,Mailed check,49.6,114.7,Yes,0.3871,Medium,230.4
5955-EPOAZ,Female,0,No,No,6,0-12,Month-to-month,No,Mailed check,20.95,109.5,No,0.2073,Low,52.12
6821-JPCDC,Female,0,Yes,No,48,25-48,One year,Fiber optic,Electronic check,97.05,4692.95,No,0.3024,Medium,352.18
8815-LMFLX,Male,0,Yes,Yes,25,25-48,Month-to-month,No,Bank transfer (automatic),25.4,546.85,No,0.1037,Low,31.61
9135-HSWOC,Male,0,Yes,Yes,64,49+,Two year,No,Bank transfer (automatic),19.7,1274.05,No,0.0037,Low,0.87
8582-KRHPJ,Male,0,No,No,50,49+,Month-to-month,DSL,Mailed check,35.0,1782.4,No,0.0871,Low,36.58
5811-IWXYM,Female,0,Yes,Yes,52,49+,One year,Fiber optic,Bank transfer (automatic),101.25,5301.1,No,0.1757,Low,213.48
7044-YAACC,Male,1,Yes,No,4,0-12,Month-to-month,Fiber optic,Electronic check,70.2,280.35,No,0.7173,High,604.25
8189-XRIKE,Female,1,No,No,32,25-48,Month-to-month,Fiber optic,Electronic check,90.95,2897.95,No,0.5297,High,578.11
1506-YJTYT,Male,0,Yes,Yes,45,25-48,Two year,DSL,Credit card (automatic),73.85,3371.0,No,0.0149,Low,13.2
4123-DVHPH,Male,0,Yes,No,9,0-12,Month-to-month,Fiber optic,Electronic check,88.05,801.3,No,0.69,High,729.05
6425-YQLLO,Female,1,Yes,No,66,49+,One year,Fiber optic,Credit card (automatic),105.95,6975.25,Yes,0.1782,Low,226.56
5442-UTCVD,Male,0,No,Yes,3,0-12,Month-to-month,Fiber optic,Electronic check,91.85,257.05,Yes,0.6523,High,718.97
2228-BZDEE,Female,0,No,No,54,49+,Two year,No,Mailed check,20.1,1079.45,No,0.0052,Low,1.25
7734-DBOAI,Female,0,Yes,Yes,1,0-12,Month-to-month,DSL,Electronic check,40.1,40.1,Yes,0.4705,Medium,226.4
2789-CZANW,Female,0,Yes,Yes,64,49+,Two year,Fiber optic,Bank transfer (automatic),110.3,6997.3,No,0.0341,Low,45.13
2091-RFFBA,Female,1,No,No,31,25-48,Month-to-month,Fiber optic,Electronic check,73.9,2217.15,Yes,0.5719,High,507.16
2114-MGINA,Female,0,No,No,14,13-24,Month-to-month,Fiber optic,Mailed check,89.8,1129.1,Yes,0.6413,High,691.06
7596-LDUXP,Female,0,No,No,12,0-12,One year,Fiber optic,Credit card (automatic),85.15,979.05,No,0.3053,Medium,311.96
3740-RLMVT,Male,1,Yes,No,67,49+,One year,DSL,Bank transfer (automatic),60.95,4119.4,No,0.0139,Low,10.17
